"theta","distance","weight"
5.23137163836509,0.0306560369433084,0.005
6.86203077901155,1.80285052478953,0.005
7.21908674109727,2.08993225798142,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
5.11536341160536,0.00660026256369406,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
5.31693105120212,0.228611987628218,0.005
7.13797690346837,2.07816954668209,0.005
4.88141901325434,0.00520725426040247,0.005
5.31693105120212,0.228611987628218,0.005
4.88141901325434,0.00520725426040247,0.005
5.23137163836509,0.0306560369433084,0.005
5.11536341160536,0.00660026256369406,0.005
4.82585640158504,0.278621342239856,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
6.84239532798529,1.67811076100236,0.005
4.91228793282062,0.177179540840932,0.005
4.88141901325434,0.00520725426040247,0.005
5.82542143762112,0.565150905400451,0.005
6.0070158354938,0.820341908092871,0.005
5.11536341160536,0.00660026256369406,0.005
5.23137163836509,0.0306560369433084,0.005
5.11536341160536,0.00660026256369406,0.005
2.57065695244819,2.47216055402664,0.005
5.2076212503016,0.040545531610757,0.005
5.11536341160536,0.00660026256369406,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
5.2076212503016,0.040545531610757,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
5.23137163836509,0.0306560369433084,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
2.6662299502641,2.35595744357437,0.005
5.3779643215239,0.145849996422863,0.005
5.5724559398368,0.586003394783784,0.005
7.21390400081873,1.98328735573101,0.005
4.88141901325434,0.00520725426040247,0.005
5.23137163836509,0.0306560369433084,0.005
5.11536341160536,0.00660026256369406,0.005
5.16217089723796,0.13086255891039,0.005
4.72961514722556,0.383707128776165,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
7.28198075667024,2.2552863191757,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
6.07450821436942,0.941536455398692,0.005
5.4756232816726,0.425997063426406,0.005
5.74423286598176,0.651513399721263,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
5.51093042362481,0.574114750779345,0.005
4.88141901325434,0.00520725426040247,0.005
6.339425239712,1.21649776766156,0.005
5.11536341160536,0.00660026256369406,0.005
5.23137163836509,0.0306560369433084,0.005
5.11536341160536,0.00660026256369406,0.005
3.92982577905059,1.19486093199014,0.005
5.11536341160536,0.00660026256369406,0.005
5.23137163836509,0.0306560369433084,0.005
4.88141901325434,0.00520725426040247,0.005
5.2076212503016,0.040545531610757,0.005
5.31693105120212,0.228611987628218,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
6.04687470477074,0.900676858840987,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
7.97887034248561,2.84692597403753,0.005
4.88141901325434,0.00520725426040247,0.005
5.19380186218768,0.125577456980277,0.005
4.88141901325434,0.00520725426040247,0.005
3.01618399098516,2.09484681553737,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
5.23137163836509,0.0306560369433084,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
5.23137163836509,0.0306560369433084,0.005
5.11536341160536,0.00660026256369406,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
6.43719539511949,1.30011013357437,0.005
4.29990978911519,0.713820385813624,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
6.06710392516106,0.811786202692494,0.005
4.88141901325434,0.00520725426040247,0.005
5.23137163836509,0.0306560369433084,0.005
4.08446689136326,0.899444818185044,0.005
5.11536341160536,0.00660026256369406,0.005
5.97465903963894,0.80238693445656,0.005
5.2076212503016,0.040545531610757,0.005
4.91228793282062,0.177179540840932,0.005
4.88141901325434,0.00520725426040247,0.005
5.2076212503016,0.040545531610757,0.005
5.11536341160536,0.00660026256369406,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
5.58165334165096,0.463054902613889,0.005
3.26143694110215,1.68183904014745,0.005
5.11536341160536,0.00660026256369406,0.005
5.19380186218768,0.125577456980277,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
6.08246288727969,0.967292454925778,0.005
4.06592381186783,1.04058865971907,0.005
6.30993549246341,1.30101951889459,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
5.3779643215239,0.145849996422863,0.005
5.4756232816726,0.425997063426406,0.005
5.23137163836509,0.0306560369433084,0.005
5.15317538287491,0.139616969376448,0.005
4.88141901325434,0.00520725426040247,0.005
5.23137163836509,0.0306560369433084,0.005
5.23137163836509,0.0306560369433084,0.005
5.3779643215239,0.145849996422863,0.005
4.88141901325434,0.00520725426040247,0.005
5.3779643215239,0.145849996422863,0.005
4.88141901325434,0.00520725426040247,0.005
5.2076212503016,0.040545531610757,0.005
4.60398329887539,0.611529543569104,0.005
5.49728641752154,0.426360254475638,0.005
5.20814114250243,0.148928903590665,0.005
5.23137163836509,0.0306560369433084,0.005
4.88141901325434,0.00520725426040247,0.005
4.23668151255697,0.884153690832554,0.005
5.2076212503016,0.040545531610757,0.005
3.50001166574657,1.61777788915742,0.005
4.88141901325434,0.00520725426040247,0.005
4.91228793282062,0.177179540840932,0.005
5.23137163836509,0.0306560369433084,0.005
4.65995303355157,0.307193971595305,0.005
4.43242955487221,0.585010137155095,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
8.0500000808388,2.93632346867466,0.005
5.2076212503016,0.040545531610757,0.005
5.11536341160536,0.00660026256369406,0.005
5.11536341160536,0.00660026256369406,0.005
5.66923197824508,0.534432223427484,0.005
5.11536341160536,0.00660026256369406,0.005
5.23137163836509,0.0306560369433084,0.005
7.75360164232552,2.61040869760184,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
4.88446770235896,0.0738540347681935,0.005
5.58535334188491,0.420758441661078,0.005
5.11536341160536,0.00660026256369406,0.005
5.3779643215239,0.145849996422863,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
5.23137163836509,0.0306560369433084,0.005
4.88141901325434,0.00520725426040247,0.005
5.2076212503016,0.040545531610757,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
4.88141901325434,0.00520725426040247,0.005
5.11536341160536,0.00660026256369406,0.005
5.16217089723796,0.13086255891039,0.005
4.91228793282062,0.177179540840932,0.005
5.11536341160536,0.00660026256369406,0.005
5.23137163836509,0.0306560369433084,0.005
5.11536341160536,0.00660026256369406,0.005
4.72961514722556,0.383707128776165,0.005
4.88141901325434,0.00520725426040247,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
4.49420877732337,0.519852075104735,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.16743974760175,0.00782999260280981,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.46964226290584,0.315712132734972,0.005
5.19493491854519,0.000246247151892476,0.005
5.16743974760175,0.00782999260280981,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
4.19281150680035,0.934567295971984,0.005
5.19493491854519,0.000246247151892476,0.005
4.99196322634816,0.0705538423527718,0.005
4.99196322634816,0.0705538423527718,0.005
5.19493491854519,0.000246247151892476,0.005
5.88407265022397,0.819290081879302,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.16743974760175,0.00782999260280981,0.005
5.16743974760175,0.00782999260280981,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.16743974760175,0.00782999260280981,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.16743974760175,0.00782999260280981,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.65289795398712,0.601966598305501,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
4.49420877732337,0.519852075104735,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
7.3943251837045,2.20420354432361,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.30612432397902,0.142130731413967,0.005
5.04132139030844,0.181381911211515,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.15178551431745,0.113157604594051,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.24546055588871,0.142722693308149,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
4.50161963701248,0.518053725215056,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
4.82659148517996,0.276784249824809,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.16523476690054,0.0166454444660911,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.19493491854519,0.000246247151892476,0.005
5.07803288754076,0.0269020228376124,0.005
4.98029232490808,0.198180269542481,0.005
5.19098250661045,0.00950650937032638,0.005
5.08000573609024,0.0292484551821586,0.005
5.13869715854526,0.0499212020715953,0.005
5.13959006872028,0.112346819464759,0.005
5.07803288754076,0.0269020228376124,0.005
5.63088337425143,0.528955916705181,0.005
5.19098250661045,0.00950650937032638,0.005
5.63262704294175,0.438541642990039,0.005
5.19098250661045,0.00950650937032638,0.005
3.72767775319517,1.47564402704732,0.005
5.19098250661045,0.00950650937032638,0.005
5.07803288754076,0.0269020228376124,0.005
5.08000573609024,0.0292484551821586,0.005
4.47638042271137,0.788770023235904,0.005
5.07803288754076,0.0269020228376124,0.005
6.09910624101758,1.08291129853021,0.005
3.8677617488429,1.22792966321106,0.005
5.19800959154963,0.0705335660264872,0.005
5.07803288754076,0.0269020228376124,0.005
5.07803288754076,0.0269020228376124,0.005
4.90088508930057,0.0674771813970345,0.005
4.90088508930057,0.0674771813970345,0.005
5.80800953321159,0.555842036903977,0.005
5.07803288754076,0.0269020228376124,0.005
4.31691620964557,0.700920853653464,0.005
4.62512215133756,0.466989100007946,0.005
5.10678651742637,0.0315888780051132,0.005
5.19098250661045,0.00950650937032638,0.005
5.19098250661045,0.00950650937032638,0.005
5.19098250661045,0.00950650937032638,0.005
5.03531410824507,0.0642533486656758,0.005
6.15528454072773,0.922396938430271,0.005
5.87750390172005,0.790576383599101,0.005
3.92254922538996,1.20172671413881,0.005
4.12166439928114,0.924397586633379,0.005
5.10678651742637,0.0315888780051132,0.005
5.21988816093653,0.219945898048862,0.005
5.27835932094604,0.151731472868579,0.005
5.15538037288934,0.0872977449506926,0.005
5.19098250661045,0.00950650937032638,0.005
5.10678651742637,0.0315888780051132,0.005
6.37791114393622,1.15603889980816,0.005
5.03531410824507,0.0642533486656758,0.005
5.20021092612296,0.0843446717047431,0.005
6.09910624101758,1.08291129853021,0.005
3.92765080556273,1.08616062953013,0.005
5.08000573609024,0.0292484551821586,0.005
5.07803288754076,0.0269020228376124,0.005
5.75098354835063,0.5947223543492,0.005
5.10678651742637,0.0315888780051132,0.005
5.22520717233419,0.19927254713452,0.005
4.35316622722894,0.680719749823805,0.005
5.19098250661045,0.00950650937032638,0.005
5.41704519186169,0.311120622395841,0.005
5.0080523872748,0.0324942467892066,0.005
6.30361524876207,1.26416557460513,0.005
4.05872060917318,1.04419676164491,0.005
5.08000573609024,0.0292484551821586,0.005
4.858214170672,0.352802648167938,0.005
5.0781591841951,0.089949557415328,0.005
6.54510997235775,1.42346797483458,0.005
6.03498324751854,1.16773392249067,0.005
4.95122157037258,0.122944225301691,0.005
5.19098250661045,0.00950650937032638,0.005
5.37122109904885,0.262209736417381,0.005
5.19098250661045,0.00950650937032638,0.005
5.80611245241016,0.538762980448336,0.005
5.10678651742637,0.0315888780051132,0.005
5.27835932094604,0.151731472868579,0.005
4.90088508930057,0.0674771813970345,0.005
5.0080523872748,0.0324942467892066,0.005
5.19098250661045,0.00950650937032638,0.005
4.858214170672,0.352802648167938,0.005
5.08000573609024,0.0292484551821586,0.005
5.3531721001491,0.179161997108714,0.005
4.95122157037258,0.122944225301691,0.005
6.37976925820112,1.37373728178744,0.005
4.35715050902218,0.97361133348069,0.005
4.21636065933853,0.76451457057073,0.005
6.01910406257957,0.997066148572577,0.005
6.43601338844746,1.20963087217545,0.005
5.19098250661045,0.00950650937032638,0.005
5.07803288754076,0.0269020228376124,0.005
5.19098250661045,0.00950650937032638,0.005
4.92138282395899,0.18228643536694,0.005
4.69320294447243,0.419271278803581,0.005
5.61884675640613,0.515534933047411,0.005
4.31691620964557,0.700920853653464,0.005
5.75098354835063,0.5947223543492,0.005
5.13959006872028,0.112346819464759,0.005
5.0080523872748,0.0324942467892066,0.005
5.13869715854526,0.0499212020715953,0.005
5.0080523872748,0.0324942467892066,0.005
5.20021092612296,0.0843446717047431,0.005
5.19098250661045,0.00950650937032638,0.005
5.76577102765441,0.646779048468367,0.005
4.90088508930057,0.0674771813970345,0.005
5.19098250661045,0.00950650937032638,0.005
